date,flight,gear,start,end,A,B,C,D1
6/29/2016,1,drift,15:00,17:20,25,43,45,25
6/29/2016,1,set,15:00,17:20,0,2,4,3
6/29/2016,2,drift,21:40,23:40,13,8,31,10
6/29/2016,2,set,21:40,23:40,0,0,2,2
