date,flight,gear,start,end,A,B,C,D1
6/23/2016,1,drift,10:00,11:15,0,14,18,8
6/23/2016,1,set,10:00,11:15,0,1,17,5
6/23/2016,2,drift,17:00,18:10,27,33,48,10
6/23/2016,2,set,17:00,18:10,0,0,4,6
