date,flight,gear,start,end,A,B,C,D1
6/15/2019,1,drift,7:18,8:38,89,42,136,38
6/15/2019,1,set,7:18,8:38,0,0,7,4
6/15/2019,2,drift,12:45,14:18,100,59,127,21
6/15/2019,2,set,12:45,14:18,0,1,8,1
6/15/2019,3,drift,16:00,17:30,44,42,122,15
6/15/2019,3,set,16:00,17:30,0,2,9,4
