date,flight,gear,start,end,A,B,C,D1
6/30/2016,1,drift,10:30,12:30,9,12,19,7
6/30/2016,1,set,10:30,12:30,0,5,7,5
6/30/2016,2,drift,16:00,18:10,9,17,29,6
6/30/2016,2,set,16:00,18:10,0,1,9,0
