date,flight,gear,start,end,A,B,C,D1
6/16/2022,1,drift,10:00,12:00,92,76,165,41
6/16/2022,1,set,10:00,12:00,0,4,24,7
6/16/2022,2,drift,14:00,16:00,103,87,158,41
6/16/2022,2,set,14:00,16:00,0,1,17,6
