date,flight,gear,start,end,A,B,C,D1
6/15/2021,1,drift,9:20,10:43,91,66,168,35
6/15/2021,1,set,9:20,10:43,0,2,19,5
6/15/2021,2,drift,15:10,16:34,81,87,135,24
6/15/2021,2,set,15:10,16:34,2,5,18,4
