date,flight,gear,start,end,A,B,C,D1
6/12/2017,1,drift,13:00,14:30,122,114,114,25
6/12/2017,1,set,13:00,14:30,2,9,8,4
6/12/2017,2,drift,17:40,19:10,145,101,96,25
6/12/2017,2,set,17:40,19:10,5,16,19,9
6/12/2017,3,drift,19:42,21:10,75,52,97,29
6/12/2017,3,set,19:42,21:10,2,15,28,12
