date,flight,gear,start,end,A,B,C,D1
6/28/2021,1,drift,14:47,16:12,28,23,43,25
6/28/2021,1,set,14:47,16:12,0,0,0,2
6/28/2021,2,drift,18:12,19:47,2,8,33,7
6/28/2021,2,set,18:12,19:47,0,0,6,1
