date,flight,gear,start,end,A,B,C,D1
6/12/2019,1,drift,7:08,8:35,66,23,102,32
6/12/2019,1,set,7:08,8:35,4,1,14,4
6/12/2019,2,drift,12:15,13:33,116,42,141,23
6/12/2019,2,set,12:15,13:33,1,3,24,7
6/12/2019,3,drift,16:06,17:40,54,38,111,26
6/12/2019,3,set,16:06,17:40,0,3,13,12
