date,flight,gear,start,end,A,B,C,D1
6/19/2021,1,drift,9:34,11:00,118,95,181,43
6/19/2021,1,set,9:34,11:00,3,1,5,3
6/19/2021,2,drift,15:13,16:32,86,51,113,21
6/19/2021,2,set,15:13,16:32,0,2,24,2
