"source","date.start","date.end","gear","stratum","mesh","length","trip.start","trip.end","soak.min","chinook","chum","sockeye"
"FC","7/1/2016","7/1/2016","Drift","B",5.5,150,"18:00","20:00",40,0,0,12
"FC","7/1/2016","7/1/2016","Drift","B",5.875,150,"12:00","14:00",60,4,6,15
"FC","7/1/2016","7/1/2016","Drift","C",6,150,"10:00","12:00",80,2,6,30
