date,flight,gear,start,end,A,B,C,D1
6/22/2022,1,drift,10:25,11:45,104,87,180,37
6/22/2022,1,set,10:25,11:45,0,0,15,2
6/22/2022,2,drift,15:00,16:30,49,84,94,22
6/22/2022,2,set,15:00,16:30,0,2,9,2
