date,flight,gear,start,end,A,B,C,D1
6/16/2025,1,drift,10:10,11:39,64,85,177,27
6/16/2025,1,set,10:10,11:39,1,0,4,1
6/16/2025,2,drift,15:33,17:02,62,59,117,21
6/16/2025,2,set,15:33,17:02,0,1,6,1
