date,flight,gear,start,end,A,B,C,D1,D2
6/23/2023,1,drift,10:15,12:10,54,85,192,20,20
6/23/2023,1,set,10:15,12:10,0,2,22,0,3
6/23/2023,2,drift,16:11,17:50,46,41,104,25,13
6/23/2023,2,set,16:11,17:50,1,0,3,5,1
