date,flight,gear,start,end,A,B,C,D1
6/16/2016,1,drift,13:10,14:40,126,93,149,75
6/16/2016,1,set,13:10,14:40,2,1,13,1
6/16/2016,2,drift,20:05,21:40,79,46,93,59
6/16/2016,2,set,20:05,21:40,0,1,6,0
