date,flight,gear,start,end,A,B,C,D1
6/24/2017,1,drift,13:00,14:30,85,131,112,31
6/24/2017,1,set,13:00,14:30,2,3,11,3
6/24/2017,2,drift,17:00,18:10,57,71,62,23
6/24/2017,2,set,17:00,18:10,3,8,21,2
6/24/2017,3,drift,20:45,22:10,16,28,21,14
6/24/2017,3,set,20:45,22:10,0,2,23,4
