date,flight,gear,start,end,A,B,C,D1
6/22/2019,1,drift,12:05,14:05,68,49,91,30
6/22/2019,1,set,12:05,14:05,0,0,6,5
6/22/2019,2,drift,16:00,17:47,45,32,59,7
6/22/2019,2,set,16:00,17:47,0,0,2,0
