date,flight,gear,start,end,A,B,C,D1
6/19/2019,1,drift,12:10,13:40,100,56,127,33
6/19/2019,1,set,12:10,13:40,0,2,14,8
6/19/2019,2,drift,16:03,17:47,63,58,126,18
6/19/2019,2,set,16:03,17:47,1,1,6,2
