source,date.start,date.end,gear,stratum,mesh,length,trip.start,trip.end,soak.min,chinook,chum,sockeye
FC,7/2/2016,7/2/2016,Drift,C,6,150,6:00,10:00,120,5,0,6
FC,7/2/2016,7/2/2016,Set,C,6,60,NA,NA,4320,0,0,5
FC,7/2/2016,7/2/2016,Drift,C,4,50,9:00,12:00,100,1,22,5
FC,7/2/2016,7/2/2016,Drift,C,6,150,10:00,12:00,90,1,15,22
FC,7/2/2016,7/2/2016,Set,C,6,150,NA,NA,40,0,12,10
FC,7/2/2016,7/2/2016,Drift,C,6,150,10:00,12:00,40,0,20,20
FC,7/2/2016,7/2/2016,Drift,C,6,150,10:30,11:10,20,0,4,8
