date,flight,gear,start,end,A,B,C,D1
6/22/2016,1,drift,10:40,12:40,10,13,18,6
6/22/2016,1,set,10:40,12:40,0,4,10,3
6/22/2016,2,drift,16:00,18:30,21,48,72,33
6/22/2016,2,set,16:00,18:30,0,2,12,3
6/22/2016,3,drift,21:06,23:00,3,11,33,7
6/22/2016,3,set,21:06,23:00,0,2,19,0
