date,flight,gear,start,end,A,B,C,D1
6/15/2020,1,drift,9:21,10:32,106,50,163,30
6/15/2020,1,set,9:21,10:32,0,1,21,1
6/15/2020,2,drift,14:27,15:47,108,48,156,22
6/15/2020,2,set,14:27,15:47,2,2,25,6
