date,flight,gear,start,end,A,B,C,D1
7/1/2017,1,drift,16:00,17:15,45,86,106,19
7/1/2017,1,set,16:00,17:15,0,1,7,1
7/1/2017,2,drift,19:00,20:15,25,47,30,17
7/1/2017,2,set,19:00,20:15,4,3,2,5
