"source","date.start","date.end","gear","stratum","mesh","length","trip.start","trip.end","soak.min","chinook","chum","sockeye"
"FC","6/17/2016","6/17/2016","Drift","C",6,150,"07:00","11:00",150,10,5,0
"FC","6/17/2016","6/17/2016","Drift","C",6,10,"10:00","11:30",90,3,4,0
"FC","6/17/2016","6/17/2016","Drift","C",6,150,"08:30","09:10",40,0,0,0
